CXSMILES,Molecule Name,Set,pIC50_MERS_Mpro,pIC50_SARS2_Mpro,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2 |&1:14,&2:17|",ASAP-0029904,Train,,4.31,O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2,O=C(Cc1cncc2ccccc12)N1[C@H]2CC[C@H]1CS(=O)(=O)C2
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)CC2(CCC2)C1,ASAP-0029855,Train,,4.22,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)CC2(CCC2)C1,O=C(Cc1cncc2ccccc12)N1CC(F)(F)CC2(CCC2)C1
"C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",ASAP-0000182,Train,4.34,4.21,C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1,C[C@H]1CC[C@@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1
O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1O)C1=CC=C(F)C=C1,ASAP-0008409,Train,4.89,4.78,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1O)C1=CC=C(F)C=C1,O=C(Cc1cncc2ccccc12)N(Cc1ccccc1O)c1ccc(F)cc1
O=C(CC1=CC=C(F)C(F)=C1F)NC1=CN=CC2=CC=CC=C12,ASAP-0000723,Train,5.34,4.8,O=C(CC1=CC=C(F)C(F)=C1F)NC1=CN=CC2=CC=CC=C12,O=C(Cc1ccc(F)c(F)c1F)Nc1cncc2ccccc12
CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |o1:7|,ASAP-0008653,Train,5.67,6.87,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O,CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)c3ccccc32)c2cc(F)ccc2C1=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@](F)(C2=CC=CC=C2)C1 |&1:17|,ASAP-0011306,Train,4.85,4.55,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@](F)(C2=CC=CC=C2)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@](F)(c2ccccc2)C1
O=C(CC1=C(F)C=CC=C1F)NC1=CN=CC2=CC=CC=C12,ASAP-0000724,Train,4.35,,O=C(CC1=C(F)C=CC=C1F)NC1=CN=CC2=CC=CC=C12,O=C(Cc1c(F)cccc1F)Nc1cncc2ccccc12
COC[C@H]1CC12CCN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2 |&1:3|,ASAP-0029557,Train,,4.59,COC[C@H]1CC12CCN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2,COC[C@H]1CC12CCN(C(=O)Cc1cncc3ccccc13)CC2
CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O |o1:7|,ASAP-0000274,Train,4.26,,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O,CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC2(C)C)c2cc(Cl)ccc2C1=O
C=CC[C@H](NC1=CC=CC(Cl)=C1)C1=CC=CC(C2=NNN=N2)=C1 |&1:3|,ASAP-0028977,Train,4.87,4.62,C=CC[C@H](NC1=CC=CC(Cl)=C1)C1=CC=CC(C2=NNN=N2)=C1,C=CC[C@H](Nc1cccc(Cl)c1)c1cccc(-c2nn[nH]n2)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H](F)C2=CC=CC=C2F)CC1 |&1:17|,ASAP-0011224,Train,4.28,4.5,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H](F)C2=CC=CC=C2F)CC1,O=C(Cc1cncc2ccccc12)N1CCC([C@H](F)c2ccccc2F)CC1
C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1,ASAP-0000146,Train,4.88,6.45,C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1,C=C(CN(C(=O)C1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccccc1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC=C2F)C1 |&1:16|,ASAP-0011475,Train,4.07,4.84,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC=C2F)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](c2ccccc2F)C1
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(C(=O)NC)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0016440,Train,4.45,4.2,C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(C(=O)NC)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(C(=O)NC)c1)C(=O)Cc1cncc2ccccc12
"O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:27,33|",ASAP-0031617,Train,5.1,5.55,O=C(COS(=O)(=O)NCC1=CC=CC=C1)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21,O=C(COS(=O)(=O)NCc1ccccc1)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21
CN1C(=O)[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C21 |o1:4|,ASAP-0011065,Train,4.34,4.04,CN1C(=O)[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C21,CN1C(=O)[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc21
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |o1:1,18|",ASAP-0030907,Train,5.27,5.34,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1,C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C2CCOCC2)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CNC3=CC=CC=C23)C1 |&1:17|,ASAP-0029765,Train,,4.57,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CNC3=CC=CC=C23)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H](c2c[nH]c3ccccc23)C1
O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)CC1CC1,ASAP-0008609,Train,4.65,4.99,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)CC1CC1,O=C(Cc1cncc2ccccc12)N(Cc1ccc(F)cc1)CC1CC1
O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)C1=CC=CC=C1,ASAP-0008393,Train,5.36,5.11,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)C1=CC=CC=C1,O=C(Cc1cncc2ccccc12)N(Cc1ccccc1)c1ccccc1
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2[C@@](C3=CC=CC=C3)(C1)CS2(=O)=O |&1:15,16|",ASAP-0029487,Train,,4.75,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2[C@@](C3=CC=CC=C3)(C1)CS2(=O)=O,O=C(Cc1cncc2ccccc12)N1C[C@H]2[C@@](c3ccccc3)(C1)CS2(=O)=O
COC1=CC=C2C=NC=C(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)C2=C1,ASAP-0008451,Train,5.69,6.69,COC1=CC=C2C=NC=C(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)C2=C1,COc1ccc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011468,Train,4.88,4.78,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(Cl)=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@](F)(c2cccc(Cl)c2)C1
CN1C=CC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:5|,ASAP-0011263,Train,4.26,,CN1C=CC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1,Cn1ccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)n1
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |o1:1,19|",ASAP-0031756,Train,4.57,4.9,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C,C[C@@H]1CN(C(=O)Cc2cncc3ccccc23)CC[C@@H]1C
C[C@H](N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12)C(F)(F)F |&1:1|,ASAP-0008588,Train,4.48,4.33,C[C@H](N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12)C(F)(F)F,C[C@H](N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12)C(F)(F)F
"O=C1C[C@H]2COC[C@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:3,&2:7|",ASAP-0029846,Train,,4.27,O=C1C[C@H]2COC[C@H](C1)N2C(=O)CC1=CN=CC2=CC=CC=C12,O=C1C[C@H]2COC[C@H](C1)N2C(=O)Cc1cncc2ccccc12
"O=C1[C@H](C2=CC=C(Cl)C(Cl)=C2)C[C@H](O)CN1C1=CN=CC2=CC=CC=C12 |&1:2,&2:12|",ASAP-0000485,Train,4.31,5.47,O=C1[C@H](C2=CC=C(Cl)C(Cl)=C2)C[C@H](O)CN1C1=CN=CC2=CC=CC=C12,O=C1[C@H](c2ccc(Cl)c(Cl)c2)C[C@H](O)CN1c1cncc2ccccc12
COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)=C1,ASAP-0000654,Train,6.6,7.16,COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)=C1,COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2,ASAP-0029710,Train,4.66,5.15,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2,O=C(Cc1cncc2ccccc12)N1CCC2(CC1)CC2
"C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",ASAP-0000521,Train,4.72,4.45,C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O,C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)O |&1:6|,ASAP-0008333,Train,4.68,4.88,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)O,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O
"C[C@H](C1=CC=CC=C1)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:8|",ASAP-0011494,Train,3.69,4.77,C[C@H](C1=CC=CC=C1)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,C[C@H](c1ccccc1)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1
CCC[C@]1(CC2=CC=CC=C2)CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:3|,ASAP-0011480,Train,5.01,5.1,CCC[C@]1(CC2=CC=CC=C2)CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,CCC[C@]1(Cc2ccccc2)CCCN1C(=O)Cc1cncc2ccccc12
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=NC=NC=N2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0017450,Train,6.75,7.4,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=NC=NC=N2)C2=CC(Cl)=CC=C2C1=O,CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ncncn2)c2cc(Cl)ccc2C1=O
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:8|,ASAP-0029476,Train,4.26,5.23,COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1,COc1cccc(C[C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c1
CN1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031198,Train,4.34,,CN1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,CN1CCN(C(=O)Cc2cncc3ccccc23)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CCC2=CC=CC=C2)C1,ASAP-0011272,Train,4.29,4.54,O=C(CC1=CN=CC2=CC=CC=C12)N1CC(CCC2=CC=CC=C2)C1,O=C(Cc1cncc2ccccc12)N1CC(CCc2ccccc2)C1
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C4=CC=CC=C4)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0022457,Train,5.03,5.88,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C4=CC=CC=C4)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(-c4ccccc4)c3)C(=O)Cc3cncc4ccccc34)cc21
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC2=CC=CC=C2S1 |&1:17|,ASAP-0011477,Train,5.08,4.56,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC2=CC=CC=C2S1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cc2ccccc2s1
CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=CN=C1,ASAP-0000813,Train,4.3,,CN(CC(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1=CC=CN=C1,CN(CC(=O)NC(c1ccccc1)c1ccccc1)C(=O)c1cccnc1
C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(C(=N)N)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0013251,Train,4.27,5.18,C=CC(=O)NC1=CC=CC(N(CC2=CC=CC(C(=N)N)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,C=CC(=O)Nc1cccc(N(Cc2cccc(C(=N)N)c2)C(=O)Cc2cncc3ccccc23)c1
"C[C@H]1COC[C@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,5|",ASAP-0000447,Train,4.85,5.21,C[C@H]1COC[C@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O,C[C@H]1COC[C@]2(C1)NC(=O)N(c1cncc3ccccc13)C2=O
CC1=NN(C2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C=C1,ASAP-0011209,Train,4.28,,CC1=NN(C2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C=C1,Cc1ccn(C2CCN(C(=O)Cc3cncc4ccccc34)CC2)n1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2CCCCC2)C1 |&1:16|,ASAP-0011225,Train,3.7,5.26,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2CCCCC2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](C2CCCCC2)C1
CCCN(CCC1=CC=CS1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0008387,Train,4.75,4.68,CCCN(CCC1=CC=CS1)C(=O)CC1=CN=CC2=CC=CC=C12,CCCN(CCc1cccs1)C(=O)Cc1cncc2ccccc12
CN(C(=O)C1=CN=CC2=CC=CC=C12)[C@H](C1=CC=CC(Cl)=C1)C1=CC=CC=N1 |&1:14|,ASAP-0008253,Train,3.84,,CN(C(=O)C1=CN=CC2=CC=CC=C12)[C@H](C1=CC=CC(Cl)=C1)C1=CC=CC=N1,CN(C(=O)c1cncc2ccccc12)[C@H](c1cccc(Cl)c1)c1ccccn1
CN(CCC1=CC=NC=C1)C(=O)C1=CN=CC2=CC=CC=C12,ASAP-0008251,Train,4.37,,CN(CCC1=CC=NC=C1)C(=O)C1=CN=CC2=CC=CC=C12,CN(CCc1ccncc1)C(=O)c1cncc2ccccc12
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,ASAP-0030818,Train,5.59,5.29,C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,C[C@H]1CC(F)(F)CCN1C(=O)Cc1cncc2ccccc12
N=C(N)NCCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,ASAP-0008429,Train,4.27,4.8,N=C(N)NCCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,N=C(N)NCCc1ccc(OC(=O)Nc2ccccc2)cc1
C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0031702,Train,4.27,4.09,C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12,C[C@H](C(=O)N1CCc2sccc2C1)c1cncc2ccccc12
O=C(CC1=C(F)C(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,ASAP-0000722,Train,1.0,4.51,O=C(CC1=C(F)C(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,O=C(Cc1c(F)ccc(F)c1F)Nc1cncc2ccccc12
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C=C1Cl |&1:12|,ASAP-0000224,Train,5.69,6.97,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C=C1Cl,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)cc1Cl
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)C1 |a:17|,ASAP-0031839,Train,4.62,5.43,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C(F)(F)F)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H](C(F)(F)F)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=CC=N2)C1 |&1:16|,ASAP-0011490,Train,4.26,4.15,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=CC=N2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccccn2)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CS1 |&1:17|,ASAP-0011458,Train,4.75,4.86,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1=CC=CS1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1Cc1cccs1
C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |&1:1|,ASAP-0031506,Train,4.48,5.7,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2,C[C@H]1CN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21
"CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",ASAP-0000228,Train,4.23,4.22,CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1,CO[C@H]1CC[C@@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1
CNC(=O)[C@H](C)N1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:8|,ASAP-0008671,Train,5.11,6.69,CNC(=O)[C@H](C)N1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O,CNC(=O)[C@H](C)N1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN(C)C)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",ASAP-0015235,Train,6.36,7.38,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN(C)C)C(=O)C1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN(C)C)C(=O)c1ccc(Cl)cc12
CC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,ASAP-0011526,Train,4.09,4.43,CC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,Cc1ccccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12
O=C(CC1=CC=CC=C1F)NC1=CN=CC2=CC=CC=C12,ASAP-0000712,Train,1.3,4.44,O=C(CC1=CC=CC=C1F)NC1=CN=CC2=CC=CC=C12,O=C(Cc1ccccc1F)Nc1cncc2ccccc12
"C[C@H](F)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029276,Train,,4.07,C[C@H](F)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,C[C@H](F)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12
NC(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0031877,Train,4.74,5.48,NC(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,NC(=O)CN(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12
C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCCCC1 |&1:6|,ASAP-0000515,Train,4.25,,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCCCC1,C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(C(F)(F)F)=C2)C1 |&1:16|,ASAP-0011464,Train,4.36,4.38,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@](F)(C2=CC=CC(C(F)(F)F)=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@](F)(c2cccc(C(F)(F)F)c2)C1
CNC(=O)C1=CC(Br)=CC([N+](=O)[O-])=C1N[C@@H]1CCCC[C@@H]1NC(=O)C1=CN=CC2=CC=CC=C12,ASAP-0008502,Train,6.2,8.22,CNC(=O)C1=CC(Br)=CC([N+](=O)[O-])=C1N[C@@H]1CCCC[C@@H]1NC(=O)C1=CN=CC2=CC=CC=C12,CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cncc2ccccc12
CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(C)(=O)=O)C2,ASAP-0000151,Train,4.69,,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(C)(=O)=O)C2,CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CN(S(C)(=O)=O)C2
"C[C@H]1CC[C@H](C2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:4|",ASAP-0011509,Train,4.82,5.02,C[C@H]1CC[C@H](C2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1,C[C@H]1CC[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]1C2 |&1:16,&2:20|",ASAP-0031240,Train,5.06,4.97,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]1C2,O=C(Cc1cncc2ccccc12)N1CC[C@H]2CCC[C@H]1C2
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=CN1C)C(=O)C1=CC=C(F)C=C12 |a:1,16|",ASAP-0013735,Train,5.47,6.37,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NN=CN1C)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nncn1C)C(=O)c1ccc(F)cc12
COC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:21|,ASAP-0000222,Train,5.96,7.08,COC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1,COc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |&1:16|,ASAP-0029271,Train,,5.16,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@]2(CC=CCO2)C1
C[C@@H](O)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |a:1|,ASAP-0031192,Train,4.35,4.32,C[C@@H](O)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,C[C@@H](O)C1CCN(C(=O)Cc2cncc3ccccc23)CC1
C[C@]1(C2=CC=CN=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0011255,Train,4.26,,C[C@]1(C2=CC=CN=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,C[C@]1(c2cccnc2)CCCN(C(=O)Cc2cncc3ccccc23)C1
